TAP_service,table_name,objects,description
VizieR,J/ApJ/834/210/table3,820,"The VLT/Magellan spectroscopic redshifts of the cluster members ( Carrasco M., Barrientos L.F., Anguita T., Garcia-Vergara C., Bayliss M., Gladders M., Gilbank D., Yee H.K.C., West M.)"
VizieR,J/ApJ/676/1109/stars,814,"Spectroscopic results } ( Furesz G., Hartmann L.W., Megeath S.T., Szentgyorgyi A.H., Hamden E.T.)"
VizieR,II/333/master,803,"SN candidates (Version April, 20 2018) ( Sako M., Bassett B., Becker A.C., et al.)"
VizieR,J/A+A/618/A137/tabled,801,"Atlas of CSGs from the MCs and interlopers ( Dorda R., Negueruela I., Gonzalez-Fernandez C., Marco A.)"
VizieR,VII/248/vv06,790,"Quasars (M_v_<-23), BL Lac and AGNs(M_v_>-23) ( Veron-Cetty M.P., Veron P.)"
VizieR,J/ApJ/889/63/table,778,"Properties of Sgr Stars ( Hayes C.R., Majewski S.R., Hasselquist S., et al.)"
VizieR,J/ApJ/684/1143/table1,773,"List of 10224 BHB candidates selected by color cut ( Xue X.X., Rix H.W., Zhao G., Re Fiorentin P., Naab T., Steinmetz M., van den Bosch F.C., Beers T.C., Lee Y.S., Bell E.F., Rockosi C., Yanny B., Newberg H., Wilhelm R., Kang X., Smith M.C., Schneider D.P.)"
VizieR,J/A+A/683/A238/ancdata,758,"Galaxy properties from literature ( Jones G.C., Bunker A.J., Saxena A., et al.)"
VizieR,J/AJ/153/95/table3,736,"Catalog of Suspected Nearby Young Stars ( Riedel A.R., Blunt S.C., Lambrides E.L., Rice E.L., Cruz K.L., Faherty J.K.)"
VizieR,J/A+A/678/A25/4udsdi,735,"VANDELS DR4 UDS field, direct integration ( Talia M., Schreiber C., Garilli B., et al.)"
VizieR,VII/224/table3,725,"Active galaxies (fainter than -23) ( Veron-Cetty M.P., Veron P.)"
VizieR,J/A+A/494/799/lqac,720,"Quasars LQAC ( Souchay J., Andrei A.H., Barache C., Bouquillon S., Gontier A-M., Lambert S.B., Le Poncin-Lafitte C., Taris F., Arias E.F., Suchet D., Baudin M.)"
VizieR,J/MNRAS/480/707/s82cat,711,"S82 cross-matched catalogue ( Prescott M., Whittam I. H., Jarvis M. J., McAlpine K., Richter L. L., Fine S., Mauch T., Heywood I., Vaccari M.)"
VizieR,J/A+A/539/A80/lrg44,708,"Luminous Red Galaxy (LRG) sample D=4.4 mdens threshold catalog ( Liivamagi L.J., Tempel E., Saar E.)"
VizieR,J/MNRAS/468/3322/table6,705,"Catalogue of WL calibrated masses of the MCXC clusters, Cat. J/A+A/534/A109 (mcxc_MWLc.dat) ( Sereno M., Ettori S.)"
VizieR,J/A+A/532/A74/efigi,703,"EFIGI morphometric catalogue (V1.6.2) ( Baillard A., Bertin W., de Lapparent V., Fouque P., Arnouts S., Mellier Y., Pello R., Leborgne J.-F., Prugniel P., Makarov D., Marakova L., McCraken H.J., Bijaoui A., Tasca L.)"
VizieR,J/PAZh/43/559/catalog,703,The cluster catalogue ( Burenin R.A.)
VizieR,J/MNRAS/439/611/catalog,691,"SDSS-RASS catalog ( Wang L., Yang X., Shen S., Mo H.J., Van Den Bosch F.C., Luo W., Wang Y., Lau E.T., Wang Q.D., Kang X., Li R.)"
VizieR,J/AJ/151/52/table2,689,"*HI and derived parameters ( Staveley-Smith L., Kraan-Korteweg R.C., Schroder A.C., Henning P.A., Koribalski B.S., Stewart I.M., Heald G.)"
VizieR,III/265/ravedr3,668,"RAVE catalog A+B (also includes DR1 and DR2) ( Siebert A., Williams M., Siviero A., et al.)"
VizieR,J/MNRAS/483/5554/catalog,667,"Extragalactic X-ray source catalogue ( Earnshaw H.P., Roberts T.P., Middleton M.J., Walton D.J., Mateos S.)"
VizieR,V/153/mstars4,664,"M type stars catalog ( Luo A.-L., Zhao Y.-H., Zhao G., et al.)"
VizieR,J/ApJ/900/55/table4,660,"*The SPT-SZ multiband catalog ( Everett W.B., Zhang L., Crawford T.M., et al.)"
VizieR,J/ApJS/193/28/objects,653,"Objects detected in the fields ( Prochaska J.X., Weiner B., Chen H.-W., Cooksey K.L., Mulchaey J.S.)"
VizieR,VII/273/hmq,652,The Half Million Quasars catalogue ( Flesch E.W.)
VizieR,J/MNRAS/445/2440/table3,645,"Catalogue of supernova stars with the associated Planck CMB map pixel temperatures at the supernova locations ( Yershov V.N., Orlov V.V., Raikov A.A.)"
VizieR,J/A+A/460/695/stars,645,"Astrometric, spectroscopic and photometric data of the stars observed (tables 3 and 4 of the paper) ( Torres C.A.O., Quast G.R., da Silva L., de la Reza R., Melo C.H.F., Sterzik M.)"
VizieR,J/A+A/623/A159/tablea1,644,"Literature data and Gaia-ESO survey parameters of cluster members ( Prisinzano L., Damiani F., Kalari V., et al.)"
VizieR,J/AJ/155/71/table3,642,"FLAMES Star Identifiers, Coordinates, Photometry, and Velocities ( Johnson C.I., Rich R.M., Caldwell N., Mateo M., Bailey J.I., Olszewski E.W., Walker M.G.)"
VizieR,J/A+A/593/A55/table1,641,"The MEXSAS sample ( Vagnetti F., Middei R., Antonucci M., Paolillo M., Serafinelli R.)"
VizieR,J/AJ/135/836/table1,626,"LMC RGB stars observed ( Carrera R., Gallart C., Hardy E., Aparicio A., Zinn R.)"
VizieR,J/A+A/588/A14/table1,620,"Catalog of 2mrs galaxies ( Tempel E., Kipper R., Tamm A., Gramann M., Einasto M., Sepp T., Tuvikene T.)"
VizieR,J/ApJ/840/78/table1,613,"Spectroscopic redshifts for the full sample ( Danielson A.L.R., Swinbank A.M., Smail I., et al.)"
VizieR,J/ApJ/864/56/catalog,603,"COSMOS ""Super-deblended"" photometry catalog ( Jin S., Daddi E., Liu D., Smolcic V., Schinnerer E., Calabro A., Gu Q., Delhaize J., Delvecchio I., Gao Y., Salvato M., Puglisi A., Dickinson M., Bertoldi F., Sargent M., Novak M., Magdis G., Aretxaga I., Wilson G.W., Capak P.)"
VizieR,J/A+A/632/A36/table2,602,"Full redshift catalogue ( Caminha G.B., Rosati P., Grillo C., et al.)"
VizieR,J/ApJ/661/L155/table1,599,"Radial Velocity Measurements ( Pancino E., Galfo A., Ferraro F.R., Bellazzini M.)"
VizieR,J/MNRAS/443/2679/table1,597,"Catalogue of spectroscopic redshifts ( Balogh M.L., Mcgee S.L., Mok A., Wilman D.J., Finoguenov A., Bower R.G., Mulchaey J.S., Parker L.C., Tanaka M.)"
VizieR,J/A+A/559/A14/cdfsdeep,595,"Search in CDFS_DEEP field AND MagI between -100 and 100 AND Spectroscopic Redshift > 0 ( Le Fevre O., Cassata P., Cucciati O., et al.)"
VizieR,J/A+A/692/A154/golden,594,"Golden sample ( Wu Q., Scialpi M., Liao S., Mannucci F., Qi Z.)"
VizieR,J/A+A/678/A25/4cdfsdi,592,"VANDELS DR4 CDFS field, direct integration ( Talia M., Schreiber C., Garilli B., et al.)"
VizieR,J/ApJ/866/22/table1,591,"Velocity and metallicity measurements of the observed stars ( Li T.S., Simon J.D., Kuehn K., et al.)"
HEASARC,wblgalaxy,584,WBL Individual Galaxies Data Catalog (White et al. 1999)
VizieR,J/MNRAS/439/1015/table2,580,"Catalogue of velocities for 862 individual stars in 7 dwarf galaxies ( Kirby E.N., Bullock J.S., Boylan-Kolchin M., Kaplinghat, M., Cohen J.G.)"
VizieR,J/A+A/637/A31/table3,572,"Main properties of the systems identified in the volume of the supercluster MSCC310 ( Santiago-Bautista I., Caretta C.A., Bravo-Alfaro H., Pointecouteau E., Andernach H.)"
VizieR,J/A+A/599/A81/table4,570,"Redshifts for 17985 galaxies ( Moretti A., Gullieuszik M., Poggianti B., Paccagnella A., Couch W.J., Vulcani B., Bettoni D., Fritz J., Cava A., Fasaano G., D'Onofrio M., Omizzolo A.)"
VizieR,J/MNRAS/417/2651/catalog,565,"AT20G-optical catalogue ( Mahony E.K., Sadler E.M., Croom S.M., Ekers R.D., Bannister K.W., Chhetri R., Hancock P.J., Johnston H.M., Massardi M., Murphy T.)"
HEASARC,swbat157m,562,Swift-BAT 157-Month All-Sky Hard X-Ray Survey
VizieR,J/MNRAS/425/355/catalog,560,"Catalogue of hot emission-line stars in the LMC UKST H{alpha} survey (tables A2 and A1) ( Reid W.A., Parker Q.A.)"
VizieR,J/ApJ/817/34/catalog,551,"Chandra COSMOS Legacy optical-NIR counterparts ( Marchesi S., Civano F., Elvis M., et al.)"
VizieR,J/MNRAS/468/2645/table2,551,"Full data table for heliocentric radial velocities in a 2-degree region around Abell 3266 ( Dehghan S., Johnston-Hollitt M., Colless M., Miller R.)"
VizieR,J/MNRAS/437/2017/spectro2,548,"Spectroscopic catalogue of objects in the J1005, J1022 and J2218 fields ( Tejos N., Morris S.L., Finn C.W., Crighton N.H.M., Bechtold J., Jannuzi B.T., Schaye J., Theuns T., Altay G., Le Fevre O., Ryan-Weber E., Dave R.)"
VizieR,J/MNRAS/513/3946/tablea3,535,"Multiple optical clusters in the line of sight towards 155 SPT clusters and 236 ACT clusters ( Wen Z.L., Han J.L.)"
VizieR,J/MNRAS/405/2302/table4,529,"Quasar redshift catalogue ( Hewett P.C., Wild V.)"
HEASARC,rbs,522,ROSAT Bright Survey (Schwope et al. 2000)
VizieR,J/MNRAS/446/3943/catalog,518,"General Catalog Data (band-independent data used in fitting and analysis) ( Meert A., Vikram V., Bernardi M.)"
VizieR,J/A+A/652/A12/table3,508,"The new X-CLASS catalogue (table 3) ( Koulouridis E., Clerc N., Sadibekova T., et al.)"
VizieR,J/A+A/646/A83/a370,507,"Spectroscopic catalog for Abell 370 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/481/593/table1,507,"Velocity measurements for 512 objects in the central 30'x30' field of the galaxy cluster Abell 2163 ( Maurogordato S., Cappi A., Ferrari C., Benoist C., Mars G., Soucail G., Arnaud M., Pratt G.W., Bourdin H., Sauvageot J-L.)"
VizieR,J/A+A/573/A129/hevic250,503,"Catalog of point sources selected at 250um ( Pappalardo C., Bendo G.J., Bianchi S., et al.)"
VizieR,J/A+A/633/A159/tablea1,503,"Full MUSE redshift catalogue ( Rosani G., Caminha G.B., Caputi K.I., Deshmukh S.)"
VizieR,J/ApJS/235/4/table3,501,"Catalog of sources in the 105-month Swift-BAT survey ( Oh K., Koss M., Markwardt C.B., Schawinski K., Baumgartner W.H., Barthelmy S.D., Cenko S.B., Gehrels N., Mushotzky R., Petulante A., Ricci C., Lien A., Trakhtenbrot B.)"
VizieR,J/ApJ/619/193/table6,492,"Catalog of cluster galaxy photometry ( McIntosh D.H., Zabludoff A.I., Rix H.-W., Caldwell N.)"
VizieR,J/A+A/646/A83/rxj1347,490,"Spectroscopic catalog for RXJ1347.5-1145 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/658/A59/table3,473,"Galaxy clusters in the RXGCC catalog ( Xu W., Ramos-Ceja M.E., Pacaud F., Reiprich T.H., Erben T.)"
VizieR,J/A+A/575/A40/catalog,471,"Spectroscopic redshifts acquired using the ESO VLT/FORS2 facility ( Comparat J., Richard J., Kneib J.-P., et al.)"
VizieR,J/ApJS/167/1/table4,469,"Member Galaxies of Groups and Clusters for Samples Mr20, Mr19, and Mr18 ( Berlind A.A., Frieman J., Weinberg D.H., et al.)"
VizieR,J/ApJ/905/93/table3,465,"Classification results ( Hosseinzadeh G., Dauphin F., Villar V.A., et al.)"
VizieR,J/MNRAS/415/2336/hatlas,464,"Spire catalogue ( Rigby E.E., Maddox S.J., Dunne L., et al.)"
VizieR,J/A+A/538/A120/usc,462,"List of SNe from the unified SN catalogue ( Lennarz D., Altmann D., Wiebusch C.)"
VizieR,J/ApJS/249/17/dr14qpsp,459,"Main catalog based on the spectral information ( Rakshit S., Stalin C.S., Kotilainen J.)"
HEASARC,sdsswhlgc,458,Sloan Digital Sky Survey DR6 Galaxy Clusters Catalog
VizieR,J/ApJS/263/27/table1,458,"The COSMOS Ly{alpha} Mapping And Tomography Observations (CLAMATO) Data Release 2 redshift catalog ( Horowitz B., Lee K.-G., Ata M., Muller T., Krolewski A., Prochaska J.X., Hennawi J.F., White M., Schlegel D., Rich R.M., Nugent P.E., Suzuki N., Kashino D., Koekemoer A.M., Lemaux B.C.)"
VizieR,J/A+A/646/A83/a2744,453,"Spectroscopic catalog for Abell 2744 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
HEASARC,plnebulae,445,Galactic Planetary Nebulae Catalog
VizieR,J/A+A/555/A12/stars,444,"Atmospheric parameters, positions,  radial velocities, magnitudes and distances of the selected faint  foreground galactic stars ( Kordopatis G., Hill V., Irwin M., Gilmore G., Wyse R.F.G., Tolstoy E., de Laverny P., Recio-Blanco A., Battaglia G., Starkenburg E.)"
VizieR,J/ApJ/921/32/table4,439,"Antlia 2 data ( Ji A.P., Koposov S.E., Li T.S., Erkal D., Pace A.B., Simon J.D., Belokurov V., Cullinane L.R., Da Costa G.S., Kuehn K., Lewis G.F., Mackey D., Shipp N., Simpson J.D., Zucker D.B., Hansen T.T., Bland-Hawthorn J., The S5 Collaboration.)"
VizieR,J/ApJS/262/18/table1,438,"Blazars and the SEDs fitting results for 2709 blazars ( Yang J.H., Fan J.H., Liu Y., Tuo M.X., Pei Z.Y., Yang W.X., Yuan Y.H., He S.L., Wang S.H., Wang X.C., Chen X.J., Qu X.H., Cao Q., Tao Q.Y., Zhang Y.L., Liu C.Q., Nie J.J., Liu L.F., Jiang D.K., Jiang A.N., Liu B., Yang R.S.)"
VizieR,J/ApJ/912/49/table1,430,"The clump catalog ( Mehta V., Scarlata C., Fortson L., Dickinson H., Adams D., Chevallard J., Charlot S., Beck M., Kruk S., Simmons B.)"
VizieR,J/A+A/626/A7/comprass,426,"ComPRASS catalogue (table A1) ( Tarrio P., Melin J.B., Arnaud M.)"
VizieR,J/MNRAS/470/4838/table1,423,"Spectroscopic redshift catalogue ( Sluse D., Sonnenfeld A., Rumbaugh N., Rusu C.E., Fassnacht C.D., Treu T., Suyu S.H., Wong K.C., Auger M.W., Bonvin V., Collett T., Courbin F., Hilbert S., Koopmans L.V.E., Marshall P.J., Meylan G., Spiniello C., Tewes M.)"
VizieR,J/AJ/127/646/table5,421,"All Galaxies with Secure Redshifts ( Francis P.J., Nelson B.O., Cutri R.M.)"
VizieR,J/MNRAS/434/1765/table2,419,"The photometric and spectroscopic catalog of galaxies around PKS 0405-123 ( Johnson S.D., Chen H.-W., Mulchaey J.S.)"
VizieR,J/AJ/159/254/table1,415,"Sky coordinates, photometry, model atmosphere parameters, iron abundances, errors, and radial Velocities ( Johnson C.I., Dupree A.K., Mateo M., Bailey J.I., Olszewski E.W., Walker M.G.)"
VizieR,J/AJ/166/63/table4,414,"Results ( Jao W.-C., Henry T.J., White R.J., Nisak A.H., Hubbard-James H.-S., Paredes L.A., Lewis V.B.J.)"
VizieR,J/ApJ/454/788/table3,410,"Radial velocities and photometry ( Cote P., Welch D.L., Fischer P., Gebhardt K.)"
VizieR,J/MNRAS/386/1443/spectro,406,"Spectroscopic results of the study of  globular clusters in NGC 5128 ( Beasley M.A., Bridges T., Peng E., Harris W.E., Harris G.L.H., Forbes D.A., Mackie G.)"
VizieR,J/MNRAS/469/492/uds,402,"JCMT/SCUBA2 objects in the UDS field (tables A2, A4, A6, A8) ( Michalowski M.J., Dunlop J.S., Koprowski M.P., et al.)"
VizieR,J/MNRAS/373/521/table7,402,"Velocities and accurate positions for all newly discovered PNe within the central 25deg^2^ region of the LMC. ( Reid W.A., Parker Q.A.)"
VizieR,J/A+A/557/A62/table5,401,"Galaxies of Abell 3921 observations ( Pranger F., Boehm A., Ferrari C., Diaferio A., Hunstead R., Maurogordato S., Benoist C., Brinchmann J., Schindler S.)"
VizieR,J/MNRAS/387/1323/tablea1,400,"The AAOmega LRG Pilot Catalogue ( Ross N.P., Shanks T., Cannon R.D., Wake D.A., Sharp R.G., Croom S.M., Peacock J.A.)"
VizieR,J/ApJ/878/55/table5,398,"Galaxy cluster candidates with {xi}>4.5 in the 2500 square-degree South Pole Telescope Sunyaev Zel'dovich (SPT-SZ) survey ( Bocquet S., Dietrich J.P., Schrabback T., et al.)"
VizieR,J/AJ/152/25/table4,396,"UVQS DR1 Active Galactic Nuclei (AGNs) ( Monroe T.R., Xavier Prochaska J., Tejos N., Worseck G., Hennawi J.F., Schmidt T., Tumlinson J., Shen Y.)"
VizieR,J/MNRAS/401/1151/catalog,393,"6dFGS-RASS AGN catalog ( Mahony E.K., Croom S.M., Boyle B.J., Edge A.C., Mauch T., Sadler E.M.)"
VizieR,J/ApJ/852/49/table1,386,"Properties, parameters, and population identification of APOGEE DR13 metal-poor stars ( Hayes C.R., Majewski S.R., Shetrone M., et al.)"
VizieR,J/ApJ/738/79/table1,385,"*List of 4985 blue horizontal-branch (BHB) stars selected from SDSS DR8 ( Xue X.-X., Rix H.-W., Yanny B., Beers T.C., Bell E.F., Zhao G., Bullock J.S., Johnston K.V., Morrison H., Rockosi C., Koposov S.E., Kang X., Liu C., Luo A., Lee Y.S., Weaver B.A.)"
VizieR,J/A+A/570/A106/void,383,"List of maximal spheres detected in VIPERS samples ( Micheletti D., Hawken A., Iovino A.J., et al.)"
VizieR,J/ApJ/903/151/table1,382,"*MMT Hectospec spectroscopic redshift catalog of the A521 field ( Yoon M., Lee W., Jee M.J., Finner K., Smith R., Kim J.-W.)"
VizieR,J/ApJS/207/19/table3,377,"Catalog of sources in the 70 month Swift-BAT survey ( Baumgartner W.H., Tueller J., Markwardt C.B., Skinner G.K., Barthelmy S., Mushotzky R.F., Evans P.A., Gehrels N.)"
VizieR,J/A+A/504/751/catalog,376,"Multiwavelength catalog (photometry, spectroscopy and magnitude limits) ( Santini P., Fontana A., Grazian A., Salimbeni S., Fiore F., Fontanot F., Boutsia K., Castelllano M., Cristiani S.,De Santis C., Gallozzi S., Giallongo E., Nonino M., Menci N., Paris D., Pentericci L., Vanzella E.)"
VizieR,J/A+A/646/A83/mc1206,376,"Spectroscopic catalog for MACS J1206.2-0847 ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,J/A+A/573/A129/hevic350,376,"Catalog of point sources selected at 350um ( Pappalardo C., Bendo G.J., Bianchi S., et al.)"
VizieR,J/AJ/129/1465/stars,373,"Read giants in the bar field (tables 2 and 3 of paper) ( Cole A.A., Tolstoy E., Gallagher J.S.III, Smecker-Hane T.A.)"
VizieR,J/A+A/609/A53/table6,373,"MMFS + VLT/FLAMES spectroscopic data ( Cicuendez L., Battaglia G., Irwin M., Bermejo-Climent J.R., McMonigal B., Bate N.F., Lewis G.F., Conn A.R., de Boer T.J.L., Gallart C., Guglielmo M., Ibata R., McConnachie A., Tolstoy E., Fernando N.)"
VizieR,J/AJ/135/564/BHB,373,"Photometric, spectroscopic and stellar parameters of BHB candidates (tables 2 and 3 of the paper) ( Brown W.R., Beers T.C., Wilhelm R., Prieto C.A., Geller M.J., Kenyon S.J., Kurtz M.J.)"
HEASARC,abellzcat,373,Abell Clusters Measured Redshifts Catalog
VizieR,J/A+A/525/A148/veloc,372,"Radial velocities observed in the 2 globulars ( Scarpa R., Marconi G., Carraro G., Falomo R., Villanova S.)"
VizieR,J/A+A/524/A64/m54,371,"Palermo BAT survey catalogue ( Cusumano G., La Parola V., Segreto A., Ferrigno C., Maselli A., Sbarufatti B., Romano P., Chincarini G., Giommi P., Masetti N., Moretti A., Parisi P., Tagliaferri G.)"
VizieR,J/A+A/604/A41/table2,363,"Properties of the target stars ( Koch A., Hansen C.J., Kunder A.M.)"
VizieR,VII/223/2qz10k,363,"List of object properties including position, identification and redshift ( Croom S.M., Smith R.J., Boyle B.J., Shanks T., Loaring N.S., Miller L., Lewis I.J.)"
VizieR,J/A+A/495/691/bzcat1,361,"Multi-frequency catalogue of blazars (Roma-BZCAT) Version 1.0 (2009-November) ( Massaro E., Giommi P., Leto C., Marchegiani P., Maselli A., Perri M., Piranomonte S., Sclavi S.)"
VizieR,J/A+A/527/A126/catalog,361,"2XMMi versus SDSSDR7 cross-match catalog ( Pineau F.-X., Motch C., Carrera F., Della Ceca R., Derriere S., Michel L., Schwope A., Watson M.G.)"
VizieR,J/AJ/119/2598/table3,361,"*Compiled data ( Sowards-Emmerd D., Smith J.A., McKay T.A., Sheldon E., Tucker D.L., Castander F.J.)"
VizieR,J/AJ/162/197/table1,359,"Rotation periods and lithium equivalent widths for 3298 candidate NGC2516 members ( Bouma L.G., Curtis J.L., Hartman J.D., Winn J.N., Bakos G.A.)"
VizieR,J/A+A/642/A192/table5,357,"Spectroscopic redshifts and physical parameters of the spectroscopically confirmed galaxies ( Euclid Collaboration, Guglielmo V., Saglia R., et al.)"
VizieR,J/MNRAS/510/2261/hsgpall,357,"H-ATLAS DR3 catalogue for the SGP field with all included VIKING couterparts IDs ( Ward B.A., Eales S.A., Pons E., Smith M.W.L., Mcmahon R.G., Dunne L., Ivison R.J., Maddox S.J., Negrello M.)"
VizieR,J/ApJ/697/1842/table3,355,"Group catalog ( Knobel C., Lilly S.J., Iovino A., et al.)"
VizieR,J/AJ/147/138/stars,355,Properties  and velocities   of the observed red giant candidates ( Carlberg J.K.)
VizieR,J/ApJS/148/243/catalog,354,"*BH SDSS cluster catalog ( Bahcall N.A., McKay T.A., Annis J., Kim R.S.J., Dong F., Hansen S., Goto T., Gunn J.E., Miller C., Nichol R.C., Postman M., Schneider D., Schroeder J., Voges W., Brinkmann J., Fukugita M.)"
VizieR,J/MNRAS/368/651/catalog,351,"The final redshift catalogue for all objects observed in the direction of Abell 3653 with a quality flag of 3 or 4. ( Pimbblet K.A., Roseboom I.G., Doyle M.T.)"
VizieR,J/MNRAS/490/613/table2,349,"Spectroscopic redshift catalogue ( Sluse D., Rusu C.E., Fassnacht C.D., et al.)"
VizieR,J/ApJ/835/161/table1,346,"Void catalog from the Baryon Oscillation Spectroscopic Survey (BOSS) sample ( Mao Q., Berlind A.A., Scherrer R.J., Neyrinck M.C., Scoccimarro R., Tinker J.L., McBride C.K., Schneider D.P., Pan K., Bizyaev D., Malanushenko E., Malanushenko V.)"
VizieR,J/AJ/135/2424/tables,346,"Galaxies observed and their global indices ( Ogando R.L.C., Maia M.A.G., Pellegrini P.S., Da Costa L.N.)"
VizieR,J/ApJ/886/124/table5,341,"The KMOS^3D^ galaxy catalog ( Wisnioski E., Schreiber N.M.F., Fossati M., et al.)"
VizieR,J/MNRAS/442/1663/table5,340,"*Details of the 352 carbon rich giants that were included in our spectroscopic survey of the SMC ( Dobbie P.D., Cole A.A., Subramaniam A., Keller S.)"
VizieR,J/A+A/524/A44/table2,338,"CH and CN bands index measurements ( Pancino E., Rejkuba M., Zoccali M., Carrera R.)"
VizieR,J/A+A/544/A115/n4636,336,"Velocities measured toward NGC 4636 ( Schuberth Y., Richtler T., Hilker M., Salinas R., Dirsch B., Larsen S.S.)"
VizieR,J/ApJ/807/178/table4,331,"Newly identified rich clusters at high redshifts ( Wen Z.L., Han J.L.)"
VizieR,J/A+A/445/503/tablea1,330,"Additional radial velocities ( Reijns R.A., Seitzer P., Arnold R., Freeman K.C., Ingerson T., van den Bosch R.C.E., van de Ven G., de Zeeuw P.T.)"
VizieR,J/ApJ/862/172/table1,328,"HeCS-red redshifts from MMT/Hectospec ( Rines K.J., Geller M.J., Diaferio A., Hwang Ho S., Sohn J.)"
