TAP_service,table_name,objects,description
VizieR,J/AJ/125/1107/LFR2003,13,"LFR2003 ( Labbe I., Franx M., Rudnick G., Foerster-Schreiber N.M., Rix H.-W., Moorwood A., Van Dokkum P.G., Van Der Werf P., Rottgering H., Van Starkenburg L., Van De Wel A., Kuijken K., Daddi E.)"
VizieR,J/AJ/151/33/table1,13,"Type II supernovae ( Galbany L., Hamuy M., Phillips M.M., et al.)"
VizieR,J/ApJ/909/120/table1,13,"*Close galaxy pairs and multiples in MaNGA integral field units (IFUs) ( Steffen J.L., Fu H., Comerford J.M., Dai Y.S., Feng S., Gross A.C., Xue R.)"
VizieR,J/A+A/581/A125/list,13,"List of GRB host galaxies with spectra ( Kruehler T., Malesani D., Fynbo J.P.U., et al.)"
VizieR,J/MNRAS/361/525/table3,13,"The NTT sample ( Doherty M., Bunker A.J., Ellis R.S., McCarthy P.J.)"
VizieR,J/ApJ/796/60/table9,13,"X-ray source list in ECDFS region ( Hsu L.-T., Salvato M., Nandra K., et al.)"
VizieR,J/AJ/148/75/table1,13,"List of detected sources and their properties ( Dehghan S., Johnston-Hollitt M., Franzen T.M.O., Norris R.P., Miller N.A.)"
VizieR,J/A+A/476/1191/xms,13,"XMS X-ray source list, and optical identifications ( Barcons X., Carrera F.J., Ceballos M.T., et al.)"
VizieR,J/A+AS/115/235/table3,13,"Coordinates, magnitudes, and redshifts of QSOs and Seyfert 1 galaxies ( Reimers D., Koehler T., Wisotzki L.)"
VizieR,J/ApJ/850/181/table1,13,"Cluster and group data ( Rudnick G., Jablonka P., Moustakas J., Aragon-Salamanca A., Zaritsky D., Jaffe Y.L., De Lucia G., Desai V., Halliday C., Just D., Milvang-Jensen B., Poggianti B.)"
VizieR,J/ApJ/892/18/sample,13,"Basic properties (Table 2) and X-ray properties (Table 3) of the GBT X-ray sample ( Kuo C.Y., Hsiang J.Y., Chung H.H., Constantin A., Chang Y.-Y., da Cunha E., Pesce D., Chien W.T., Chen B.Y., Braatz J.A., Zaw I., Matsushita S., Lin J.C.)"
VizieR,J/A+AS/118/111/table2,12,"Catalog elements ( Heraudeau P., Simien F.)"
VizieR,J/MNRAS/470/95/macs1115,12,"MACS J1115+0129 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/AJ/155/71/table2,12,"M2FS Star Identifiers, Coordinates, Photometry, and Velocities ( Johnson C.I., Rich R.M., Caldwell N., Mateo M., Bailey J.I., Olszewski E.W., Walker M.G.)"
VizieR,J/MNRAS/437/2607/table3,12,"Galaxy member properties of the 7 low X-ray luminosity clusters ( Nilo Castellon J.L., Alonso M.V., Lambas D.G., O'Mill A.L., Valotto C., Carrasco E.R., Cuevas H., Ramirez A)"
VizieR,J/AJ/147/85/table4,12,"Data used to calculate UVWXYZ ( Riedel A.R., Finch C.T., Henry T.J., Subasavage J.P., Jao W.-C., Malo L., Rodriguez D.R., White R.J., Gies D.R., Dieterich S.B., Winters J.G., Davison C.L., Nelan E.P., Blunt S.C., Cruz K.L., Rice E.L., Ianna P.A.)"
VizieR,J/A+A/408/905/table1,12,"Heliocentric redshifts of galaxies in VLG fields ( Cappi A., Benoist C., da Costa L.N., Maurogordato S.)"
VizieR,J/AJ/135/348/SNe,12,"List of spectroscopically confirmed supernovae  in 2005  and 2006 ( Sako M., Bassett B., Becker A., et al.)"
VizieR,J/A+AS/109/171/table2,12,"22h field (l = 38deg, b = -51deg) ( FLYNN C., SOMMER-LARSEN J., CHRISTENSEN P.R., HAWKINS M.R.S.)"
VizieR,J/ApJ/549/820/table1,12,"Relevant data for the 586 unique galaxies observed in this study ( Couch W.J., Balogh M.L., Bower R.G., Smail I., Glazebrook K., Taylor M.)"
VizieR,J/ApJS/246/12/table5,12,"Basic parameters of the member galaxies of each cCG ( Zheng Y.-L., Shen S.-Y.)"
VizieR,J/A+A/480/91/table1,12,"The TGMET library ( Soubiran C., Bienayme O., Mishenina T.V., Kovtyukh V.V.)"
VizieR,J/A+A/379/54/galaxies,12,"Data for the observed galaxies, and the  final results ( ( Hernandez-Toledo H.M., Puerari I.)"
VizieR,J/A+A/526/A28/appendix,12,"Information about the observations, spectroscopic  typing and redshift determination and spectral quality  of 238 individual objects ( Oestman L., Nordin J., Goobar A., et al.)"
VizieR,J/ApJ/690/163/table5,12,"Selected sample from the Swift/UVOT burst catalog +4 objects from table 4 ( Roming P.W.A., Koch T.S., Oates S.R., et al.)"
VizieR,J/ApJ/800/7/dla,12,"Fine structure damped Ly{alpha} sample and  results of SiII* and CII* technique ( Neeleman M., Prochaska J.X., Wolfe A.M.)"
VizieR,J/MNRAS/470/95/rxj1347,12,"RX J1347-1145 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/ApJ/749/21/table2,12,"Known Compton-thick AGNs detected in the BAT sample ( Ajello M., Alexander D.M., Greiner J., Madejski G.M., Gehrels N., Burlon D.)"
VizieR,J/AJ/151/78/table4,12,"*PM2GC stripping candidates ( Poggianti B.M., Fasano G., Omizzolo A., Gullieuszik M., Bettoni D., Moretti A., Paccagnella A., Jaffe Y.L., Vulcani B., Fritz J., Couch W., D'Onofrio M.)"
VizieR,J/A+A/508/107/table3,12,"WMAP3 catalogue: basic data, identifications and inclusion in the flux limited sample ( Giommi P., Colafrancesco S., Padovani P., Gasparrini D., Cavazzuti E., Cutini S.)"
VizieR,J/ApJ/664/761/table2,12,"Spectroscopic catalog ( Martini P., Mulchaey J.S., Kelson D.D.)"
VizieR,J/MNRAS/309/48/table2,12,"Observations of the confirmed QSO candidates ( Clowes R.G., Campusano L.E., Graham M.J.)"
VizieR,J/A+A/524/A6/galaxies,12,"Fundamental plane (FP) parameters  of the galaxies ( Saglia R.P., Sanchez-Blazquez P., Bender R., et al.)"
VizieR,J/ApJ/846/105/table3,12,"All [CII] observations in the literature to date of z>5 ( Olsen K., Greve T.R., Narayanan D., Thompson R., Dave R., Rios L.N., Stawinski S.)"
VizieR,J/MNRAS/440/1248/dim1t1c,12,"Type1 clusters from dim1 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/458/3150/table6,12,"*Final radial velocities and literature comparison ( Casamiquela L., Carrera R., Jordi C., Balaguer-Nunez L., Pancino E., Hidalgo S.L., Martinez-Vazquez C.E., Murabito S., del Pino A., Aparicio A., Blanco-Cuaresma S., Gallart C.)"
VizieR,J/MNRAS/440/1248/lrgdimbt,12,"BasicType voids from lrgdim in comoving coordinates ( Nadathur S., Hotchkiss S.)"
HEASARC,atlascsid,12,AT Large Area Survey (ATLAS) CDF-S/SWIRE ID and Classification C
VizieR,J/ApJ/721/1/table1,12,"SDSS-DR5 metal-poor DLA candidates ( Penprase B.E., Prochaska J.X., Sargent W.L.W., Toro-Martinez I., Beeler D.J.)"
VizieR,J/A+A/442/841/tablea,12,"List of measured redshifts for the clusters EISJ0046-2951, EISJ0048-2942, EISJ0050-2941, EISJ2236-4017 and EISJ2249-3958 ( Olsen L.F., Zucca E., Bardelli S., Benoist C., Da Costa L., Jorgensen H.E., Biviano A., Ramella M.)"
VizieR,J/A+A/575/A48/table2,12,"Cluster sample, redshifts, and velocity dispersions ( Sifon C., Hoekstra H., Cacciato M., Viola M., Koehlinger F., Van Der Burg R.F.J., Sand D.J., Graham M.L.)"
VizieR,J/MNRAS/452/4326/tablea1,12,"*DLA literature compilation ( Berg T.A.M., Ellison S.L., Prochaska J.X., Venn K.A., Dessauges-Zavadsky M.)"
VizieR,J/ApJ/835/280/galaxies,12,"SDSS and WISE-related physical parameters of compact group galaxies (tables 1 and 2) ( Lee G.-H., Hwang H.S., Sohn J., Lee M.G.)"
VizieR,J/A+AS/131/221/table1,12,"MEFOS and OPTOPUS multifiber spectra velocities for A3733 ( Solanes J.M., Stein P.)"
VizieR,J/AJ/143/31/binaries,12,"Properties of fragile binary candidates ( Zhao J.K., Oswalt T.D., Zhao G.)"
VizieR,J/ApJS/247/12/lensing,11,"List of lensing constraints for the 37 clusters (Tables 4-10) ( Sharon K., Bayliss M.B., Dahle H., Dunham S.J., Florian M.K., Gladders M.D., Johnson T.L., Mahler G., Paterno-Mahler R., Rigby J.R., Whitaker K.E., Akhshik M., Koester B.P., Murray K., Remolina Gonzalez J.D., Wuyts E.)"
VizieR,J/AJ/130/387/table1,11,"SDSS-ROSAT AGN data ( Strateva I.V., Brandt W.N., Schneider D.P., Vanden Berk D.E., Vignali C.)"
VizieR,J/MNRAS/392/1539/table1,11,"QSO targets, in order of QSO pair label number, not RA. ( Tytler D., Gleed M., Melis C., Chapman A., Kirkman D., Lubin D., Paschos P., Jena T., Crotts A.P.S.)"
VizieR,J/ApJ/791/128/table18,11,"Galaxy Group Members near HE 0226-4110 (z_abs = 0.01750) ( Stocke J.T., Keeney B.A., Danforth C.W., Syphers D., Yamamoto H., Shull J.M., Green J.C., Froning C., Savage B.D., Wakker B., Kim T.-S., Ryan-Weber E.V., Kacprzak G.G.)"
VizieR,J/ApJ/808/185/table5,11,"COSMOS NuSTAR catalog ( Civano F., Hickox R.C., Puccetti S., et al.)"
HEASARC,isgri4yrct,11,INTEGRAL ISGRI 4-Year Source Catalog
VizieR,J/MNRAS/440/1248/dim1bt,11,"BasicType voids from dim1 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/384/404/table1,11,"catalogue of redshifts of a sample of nearby rich clusters of galaxies ( POSTMAN M., HUCHRA J. P., GELLER M. J.)"
VizieR,J/AJ/153/114/table4,11,"Ultra-compact Dwarf Radial Velocities ( Forbes D.A., Alabi A., Brodie J.P., Romanowsky A.J., Strader J., Foster C., Usher C., Spitler L., Bellstedt S., Pastorello N., Villaume A., Wasserman A., Pota V.)"
VizieR,J/MNRAS/387/1374/table2,11,"Photometric data ( Mercurio A., Barbera F.L., Haines C.P., Merluzzi P., Busarello G., Capaccioli M.)"
VizieR,J/AJ/127/3456/table1,11,"Radial velocities in the Orion Nebula ( Doi T., O'Dell C.R., Hartigan P.)"
VizieR,J/ApJS/245/3/table1,11,"Observations of intrinsic HI and OH lines toward compact radio sources ( Grasha K., Darling J., Bolatto A., Leroy A.K., Stocke J.T.)"
VizieR,J/ApJ/519/1/table2,11,"Lyman-break candidate spectroscopic results ( Steidel C.C., Adelberger K.L., Giavalisco M., Dickinson M., Pettini M.)"
VizieR,J/MNRAS/414/500/catalog,11,"Spitzer/IRS ATLAS project source catalog, version 1.0 ( Hernan-Caballero A., Hatziminaoglou E.)"
VizieR,J/ApJ/873/132/table1,11,"Best quality radio-optical reference frame objects ( Makarov V.V., Berghea C.T., Frouard J., Fey A., Schmitt H.R.)"
VizieR,J/ApJ/766/60/table4,11,"GALEX Time Domain Survey (TDS) catalog ( Gezari S., Martin D.C., Forster K., Neill J.D., Huber M., Heckman T., Bianchi L., Morrissey P., Neff S.G., Seibert M., Schiminovich D., Wyder T.K., Burgett W.S., Chambers K.C., Kaiser N., Magnier E.A., Price P.A., Tonry J.L.)"
VizieR,J/MNRAS/471/4990/tableb2,11,"Properties of point sources studied in this work ( Caglar T., Hudaverdi M.)"
VizieR,J/A+A/661/A3/ctp2,11,"2nd counterparts for eROSITA sources in Main catalog of Brunner et al., 2022A&A...611A...1B, Cat. J/A+A/661/A1 ( Salvato M., Wolf J., Dwelly T., et al.)"
HEASARC,xmmbssagn,11,XMM-Newton Bright Serendipitous Survey: AGN X-Ray Spectral Prope
VizieR,J/ApJS/162/80/galaxies,11,"Basic parameters and bulge/disk  parameters for K-band images ( Kassin S.A., De Jong R.S., Pogge R.W.)"
VizieR,J/AJ/126/1208/table1,11,"HDFS objects with spectroscopic redshifts ( Sawicki M., Mallen-Ornelas G.)"
HEASARC,candelscxo,11,CANDELS H-Band Selected Chandra Source Catalog
VizieR,J/MNRAS/361/525/table4,11,"The SSA22 sample ( Doherty M., Bunker A.J., Ellis R.S., McCarthy P.J.)"
VizieR,J/ApJS/206/8/catalog,10,"*UVISTA photometric catalog v4.1 ( Muzzin A., Marchesini D., Stefanon M., Franx M., Milvang-Jensen B., Dunlop J.S., Fynbo J.P.U., Brammer G., Labbe I., van Dokkum P.)"
VizieR,J/A+AS/124/283/table4,10,"Spectroscopic analysis of A1300 ( Pierre M., Oukbir J., Dubreuil D., Soucail G., Sauvageot J.-L., Mellier Y.)"
VizieR,J/A+A/625/A122/cielorgs,10,"The catalog of emission lines ( Mao J., Kaastra J.S., Guainazzi M., Gonzalez-Riestra R., Santos-Lleo M., Kretschmar P., Grinberg V., Kalfountzou E., Ibarra A., Matzeu G., Parker M., Rodriguez-Pascual P.)"
VizieR,J/AJ/149/178/table2,10,"Grism-identified pairs in GOODS-S ( Morris A.M., Kocevski D.D., Trump J.R., et al.)"
VizieR,J/AJ/135/1580/table1,10,"Radial velocity members in Carina plus Arcturus ( Koch A., Grebel E.K., Gilmore G.F., Wyse R.F.G., Kleyna J.T., Harbeck D.R., Wilkinson M.I., Evans N.W.)"
VizieR,J/ApJ/627/32/table4,10,"Arc list ( Sand D.J., Treu T., Ellis R.S., Smith G.P.)"
VizieR,J/A+A/515/A57/table1,10,"Heliocentric redshift, position, and morphological type for galaxies of A376, A970, A1356, and A2244 ( Proust D., Capelato H.V., Lima Neto G.B., Sodre L. Jr.)"
VizieR,J/A+A/580/A131/table1,10,"Sample and basic data of 63 (38 SNe IIn, 6 SNe Ibn, 1 SN Ia-CSM, 18 SN IMs) CSI SN host galaxies ( Taddia F., Sollerman J., Fremling C., Pastorello A., Leloudas G., Fransson C., Nyholm A., Stritzinger M.D., Ergon M., Roy R., Migotto K.)"
VizieR,J/MNRAS/235/1313/table,10,"Variability Measurements from the Culgoora Circular Array ( Slee O.B., Siegman B.C.)"
HEASARC,emss,10,Einstein Catalog IPC EMSS Survey
VizieR,J/ApJ/749/121/table1,10,"Galaxy properties ( Szomoru D., Franx M., van Dokkum P.G.)"
VizieR,J/AJ/132/2409/table6,10,"Catalog of Radio Sources with their identifications and classifications ( Norris R.P., Afonso J., Appleton P.N., Boyle B.J., Ciliegi P., Croom S.M., Huynh M.T., Jackson C.A., Koekemoer A.M., Lonsdale C.J., Middelberg E., Mobasher B., Oliver S.J., Polletta M., Siana B.D., Smail I., Voronkov M.A.)"
VizieR,J/A+AS/112/347/f287,10,"List of candidates and their spectroscopic identification: Field 287 ( CRISTIANI S., LA FRANCA F., ANDREANI P., GEMMO A., GOLDSCHMIDT P., MILLER L., VIO R., BARBIERI C., BODINI L., IOVINO A., LAZZARIN M., CLOWES R., MACGILLIVRAY H., GOUIFFES CH., LISSANDRINI C., SAVAGE A.)"
VizieR,J/MNRAS/447/1267/table2,10,"Previously proposed Octans members ( Murphy S.J., Lawson W.A.)"
VizieR,J/MNRAS/440/1248/bri1t1v,10,"Type1 voids from bright1 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/AJ/118/1489/sample,10,"The SCII cluster sample: magnitudes offsets  and peculiar velocities ( Dale D.A., Giovanelli R., Haynes M.P., Campusano L.E., Hardy E.)"
VizieR,J/A+A/530/A28/targets,10,"Priority targets for follow-up ( Geier S., Hirsch H., Tillich A., Maxted P.F.L., Bentley S.J., Ostensen R.H., Heber U., Gaensicke B.T., Marsh T.R., Napiwotzki R., Barlow B.N., O'Toole S.J.)"
VizieR,J/ApJ/743/171/2LAC,10,"2LAC catalog: high latitude (tables 3 and 7) and low-latitude sources ((tables 4 and 8) ( Ackermann M., Ajello M., Allafort A., et al.)"
VizieR,J/ApJ/693/1713/table2,10,"X-ray, optical and mid-IR properties of the X-ray sources in the ECDF-S ( Treister E., Virani S., Gawiser E., Urry C.M., Lira P., Francke H., Blanc G.A., Cardamone C.N., Damen M., Taylor E.N., Schawinski K.)"
VizieR,J/MNRAS/440/1248/dim2t2v,10,"Type2 voids from dim2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/889/50/spsample,10,"Basic properties (Table 1) and radial and rotational velocities (Table 3) and Veiling and spectral types (Table 5) ( Yep A.C., White R.J.)"
VizieR,J/ApJ/634/861/table4,10,"Redshifts of z'<22 OPEGs (Old Passively Evolving Galaxies, i.e. galaxies without star formation) ( Yamada T., Kodama T., Akiyama M., Furusawa H., Iwata I., Kajisawa M., Iye M., Ouchi M., Sekiguchi K., Shimasaku K., Simpson C., Tanaka I., Yoshida M.)"
VizieR,J/MNRAS/470/95/macs1931,10,"MACS J1931-26 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/ApJS/244/30/table3,10,"Spectroscopically confirmed Herschel-selected ultrared dusty star-forming galaxies (DSFGs) at z>=~4. ( Ma J., Cooray A., Nayyeri H., et al.)"
VizieR,J/MNRAS/428/729/observed,10,"Best-fitting parameters in the  observer frame ( Margutti R., Zaninoni E., Bernardini M.G., et al.)"
VizieR,J/A+AS/136/35/table2,10,"List of extragalactic regions with nebular ( Schaerer D., Contini T., Pindao M.)"
VizieR,J/A+A/549/A63/tablea1,10,"Properties of objects observed in the GMASS masks ( Kurk J., Cimatti A., Daddi E., Mignoli M., Pozzetti L., Dickinson M., Bolzonella M., Zamorani G., Cassata P., Rodighiero G., Franceschini A., Renzini A., Rosati P., Halliday C., Berta S.)"
VizieR,J/ApJS/219/18/hdet1,9,"Fluxes of the 24um-selected  Herschel-detected type-1 AGN sample with redshifts and derived  parameters ( Xu L., Rieke G.H., Egami E., Pereira M.J., Haines C.P., Smith G.P.)"
HEASARC,exgalemobj,9,Hewitt & Burbidge (1991) Catalog of Extragalactic Emission-Line
VizieR,VIII/3/catalog,9,"Radio sources identified with optical galaxies ( Burbidge G., Crowne A.H.)"
VizieR,J/ApJ/616/71/table1,9,"Photometry of submillimeter-detected galaxies (SMGs) and optically faint {mu}Jy radio galaxies (OFRGs) ( Smail I., Chapman S.C., Blain A.W., Ivison R.J.)"
VizieR,J/A+A/456/467/table1,9,"New sample of bright galaxy pairs in UZC, UZC-BGP ( Focardi P., Zitelli V., Marinoni S., Kelm B.)"
VizieR,J/AJ/130/1871/table3,9,"Ancillary data: K star data ( Bochanski J.J., Hawley S.L., Reid I.N., Covey K.R., West A.A., Tinney C.G., Gizis J.E.)"
VizieR,J/ApJS/261/25/table1,9,"Fitting parameters for the 179 GRBs ( Dainotti M.G., Young S., Li L., et al.)"
VizieR,J/MNRAS/470/95/a383,9,"Abell 383 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/MNRAS/404/1321/tablea3,9,"QSOALS TiII column densities ( Welty D.E., Crowther P.A.)"
VizieR,J/A+A/487/539/fields,9,"QNQ survey fields ( Worseck G., Wisotzki L., Selman F.)"
VizieR,J/ApJ/793/92/table1,9,"Global Properties of Galaxies ( Tang Y., Giavalisco M., Guo Y., Kurk J.)"
VizieR,J/AJ/134/169/table1,9,"Emission Line Objects in UDF Field ( Xu C., Pirzkal N., Malhotra S., et al.)"
VizieR,J/MNRAS/367/1329/catalog,9,"Atmospheric parameters, kinematic data, and abundance ratios for elements from C to Eu ( Reddy B.E., Lambert D.L., Prieto C.A.)"
VizieR,J/A+A/545/A16/alpha3,9,"H{alpha}3 catalog:  Basic data of the 235 target galaxies, observational specifications  and integrated H{alpha} photometric parameters ( Gavazzi G., Fumagalli M., Galardo V., Grossetti F., Boselli A., Giovanelli R., Haynes M.P., Fabello S.)"
VizieR,J/ApJS/194/42/table3,9,"Catalog of virial mass measurements ( Rafiee A., Hall P.B.)"
VizieR,J/ApJ/833/283/table2,9,"Summary of the HI parameters and metallicities of 26 partial and full Lyman limit systems (pLLSs and LLSs) ( Lehner N., O'Meara J.M., Howk J.C., Prochaska J.X., Fumagalli M.)"
VizieR,J/AJ/125/478/catalog,9,"Sample of Abell Cluster BCG Galaxies cluster  and their properties ( Laine S., Van Der Marel R.P., Lauer T.R., Postman M., O'Dea C.P., Owen F.N.)"
HEASARC,osrilqxray,9,Optically Selected Radio-Intermediate and Loud Quasars X-ray Emi
HEASARC,bhrfscid,9,Byurakan/Hamburg/ROSAT Catalog of Optical IDs
VizieR,J/MNRAS/476/4965/tableb3,9,"List of strong CII/SiII systems. These systems are not part of the studied here ( Muzahid S., Fonseca G., Roberts A., Rosenwasser B., Richter P., Narayanan A., Churchill C., Charlton J.)"
VizieR,J/MNRAS/427/3103/sample,9,"Source identification (table C1) and parameters derived from the SED fitting (table C2) ( Bongiorno A., Merloni A., Brusa M., et al.)"
VizieR,J/ApJ/707/1779/table2,9,"Spectroscopic redshifts for the BLAST counterparts ( Eales S., Chapin E.L., Devlin M.J., Dye S., Halpern M., Hughes D.H., Marsden G., Mauskopf P., Moncelsi L., Netterfield C.B., Pascale E., Patanchon G., Raymond G., Rex M., Scott D., Semisch C., Siana B., Truch M.D.P., Viero M.P.)"
VizieR,J/ApJ/723/684/Ldwarfs,9,"L dwarf sample properties ( Blake C.H., Charbonneau D., White R.J.)"
VizieR,J/ApJ/751/52/table5,9,"The ""W2"" (WISE/2MASS) sample of moderate-likelihood AGN candidates ( Edelson R., Malkan M.)"
VizieR,J/ApJ/736/21/mg,9,"Member galaxies ( Szabo T., Pierpaoli E., Dong F., Pipino A., Gunn J.)"
VizieR,VII/235/table3,9,"Active galaxies (fainter than -23) ( Veron-Cetty M.P., Veron P.)"
VizieR,J/ApJ/720/1513/table2,9,"Energetics of the type II GRB sample ( Kann D.A., Klose S., Zhang B., et al.)"
VizieR,J/A+A/596/A106/tablea1,9,"Complete 1Jy northern AGN sample ( Planck Collaboration, Ade P.A.R., Aghanim N., et al.)"
VizieR,J/MNRAS/483/2057/table1b,9,"r-band extension of the MPP-VAC MaNGA PyMorph Photometric VAC ( Fischer J.-L., Dominguez Sanchez H., Bernardi M.)"
VizieR,J/MNRAS/361/525/table2,9,"The CDF-S sample ( Doherty M., Bunker A.J., Ellis R.S., McCarthy P.J.)"
VizieR,J/MNRAS/395/1695/sources,9,"Observation log and redshifts ( Hernan-Caballero A., Perez-Fournon I., Hatziminaoglou E., et al.)"
VizieR,J/ApJ/661/88/table1,9,"Zn Measurements in Sub-DLAs and DLAs ( Kulkarni V.P., Khare P., Peroux C., York D.G., Lauroesch J.T., Meiring J.D.)"
VizieR,J/A+A/519/A17/table1,9,"Sources studied in the paper ( Vagnetti F., Turriziani S., Trevese D., Antonucci M.)"
VizieR,VII/177/table1,9,"Redshifts and velocity distribution for Abell clusters ( Struble M.F., Rood H.J.)"
VizieR,J/A+A/535/A80/table1,9,"SED of type-2 QSOs ( Mainieri V., Bongiorno A., Merloni A., et al.)"
VizieR,J/ApJS/216/22/tablea1,9,"Basic data of our targets and observations ( Bhatt N.H., Cami J.)"
HEASARC,fermilhesc,9,Fermi LAT High-Energy Source Catalog (1FHL)
VizieR,J/MNRAS/471/3428/table1,9,"The GALEX archival sample ( Rao S.M., Turnshek D.A., Sardane G.M., Monier E.M.)"
